LOCATION CODE,REAL PROPERTY ASSET NAME,GSA REGION,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,BUILDING RENATABLE SQUARE FEET,CONSTRUCTION DATE,CONGRESSIONAL DISTRICT,CONGRESSIONAL DISTRICT REPRESENTATIVE NAME,BUILDING STATUS,REAL PROPERTY ASSET TYPE,,
PA0826,303 Cayuga Avenue,3,303 Cayuga Ave,Altoona,PA,16602,40.4920035,-78.402647,13180,2008,4213,John Joyce,Active,Building,,
FL3183,Sw 120Th St Bldg,4,14675 Sw 120Th St,Miami,FL,33186,25.65676,-80.41914,45911,2008,1228,Carlos Gimenez,Active,Building,,
IL2233,Chicago Il Citigroup Center,5,500 W Madison St,Chicago,IL,60661,41.88235,-87.640471,16352,2000,1707,Danny Davis,Active,Building,,
ID0551,"Border Station - Porthill, Id - Highway 95",10,Highway 95,Porthill,ID,83853,48.9757273,-116.47575,0,1938,1601,Russ Fulcher,Decommissioned,Building,,
AZ8490,Casa Grande Professional Center,9,440 N Camino Mercado,Casa Grande,AZ,85122,32.877405,-111.69023,6457,2000,406,Juan Ciscomani,Active,Building,,
NC2601,Nussbaum Center For,4,1451 S Elm-Eugene St,Greensboro,NC,27406,36.05014,-79.790991,648,2000,3706,Kathy Manning,Active,Building,,
WV0222,Fb & Us Ch Annex,3,1125 Chapline St,Wheeling,WV,26003,40.0685191,-80.7216,79971.75,2004,5402,Alexander Mooney,Active,Building,,
FL1194,"Amman Building, Fort Lauderdale, Fl",4,2550 Eisenhower Blvd,Fort Lauderdale,FL,33316,26.091582,-80.124431,212,2000,1225,Debbie Wasserman Schultz,Active,Building,,
WA8107,Vancouver Plaza,10,8008 Ne Fourth Plain Blvd,Vancouver,WA,98662,45.6481116,-122.5903988,920,2024,5303,Marie Perez,Active,Building,,
NY7068,E. Greenbush Town H,2,255 Columbia Tpke,Rensselaer,NY,12144,42.61523,-73.729761,0,2000,3621,Elise Stefanik,Active,Building,,
OH2418,Beachwood Oh Ssa,5,3591 Park East Dr,Beachwood,OH,44122,41.46309,-81.493171,9379,2000,3911,Shontel Brown,Active,Building,,
MD0511,Symphony Center,3,1010 Park Ave,Baltimore,MD,21201,39.3041921,-76.620022,41510,2001,2407,Kweisi Mfume,Active,Building,,
NJ5116,532 Fellowship Road,3,532 Fellowship Rd,Mt Laurel,NJ,8054,39.9341795,-74.958504,27894,2000,3403,Andy Kim,Active,Building,,
OR6727,Curtis Building,10,17925 Se Division St,Portland,OR,97236,45.504921,-122.47845,12089,2011,4103,Earl Blumenauer,Active,Building,,
WA0984,Federal Center South East Parking,10,4735 E Marginal Way S,Seattle,WA,98134,47.5609263,-122.34056,0,1942,5307,Pramila Jayapal,Active,Structure,,
TX2614,1680 Lake Front Circle,7,1680 Lake Front Cir,Spring,TX,77380,30.171132,-95.463401,9999,2000,4802,Dan Crenshaw,Active,Building,,
TN2283,4700 Rutledge Pike,4,4700 Rutledge Pike,Knoxville,TN,37914,36.01274,-83.866911,2969,2009,4702,Tim Burchett,Active,Building,,
TX0824,Fed Ctr Bldg 41 N Guard House,7,501 W Felix St,Fort Worth,TX,76115,32.67578,-97.329281,369.23,1942,4833,Marc Veasey,Active,Building,,
TX2285,One Shoreline Plaza,7,800 N Shoreline Blvd,Corpus Christi,TX,78401,27.7985803,-97.391322,24498,2000,4827,Michael Cloud,Active,Building,,
CA8509,1693 Cruickshank Dr.,9,1693 Cruickshank Dr,El Centro,CA,92243,32.8146643,-115.5730231,9421,2024,625,Raul Ruiz,Active,Building,,
CO0662,Dfc Bldg 64A,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.71786,-105.121,3774.42,1998,807,Brittany Pettersen,Active,Building,,
WA8086,Wenatchee City Hall,10,301 Yakima St,Wenatchee,WA,98801,47.420559,-120.31193,964,2000,5308,Kim Schrier,Active,Building,,
MI3001,Ssa Ne Grand Rapids Service Ce,5,3045 Knapp St Ne,Grand Rapids,MI,49525,42.99952,-85.594671,18070,2011,2603,Hillary Scholten,Active,Building,,
AZ8031,4370 S Fremont Ave,9,4370 S Fremont Ave,Tucson,AZ,85714,32.1727,-110.95565,16093,1980,407,Raul Grijalva,Active,Building,,
MD0816,Frc Bldg 62 Lab,11,"10903 New Hampshire Ave, Bldg 62",Silver Spring,MD,20993,39.0374074,-76.983202,136633.54,2007,2408,Jamie Raskin,Active,Building,,
DC0432,One Lafayette Ctr,11,1120 20Th St Nw,Washington,DC,20036,38.90459,-77.045381,36035,2000,1198,Eleanor Norton,Active,Building,,
NH0033,Ssa - Littleton,1,Main Street,Littleton,NH,3561,44.307708,-71.777907,4773.65,1969,3302,Ann Kuster,Active,Building,,
LA1327,Ef Hunter Courthouse,7,611 Broad St,Lake Charles,LA,70601,30.22881,-93.211821,56920,2000,2203,Clay Higgins,Active,Building,,
CA6708,The Lakes W. Covina,9,1050 Lakes Dr,West Covina,CA,91790,34.07145,-117.92285,22034,1989,631,Grace Napolitano,Active,Building,,
MI3095,Brookridge Building,5,1350 E Main St,Owosso,MI,48867,42.99727,-84.145701,4213,2000,2607,Elissa Slotkin,Active,Building,,
MD1832,Frc White Oak Admiral House #A,11,10903 New Hampshire Ave,Silver Spring,MD,20993,39.036501,-76.982792,0,2009,2408,Jamie Raskin,Active,Building,,
MO0127,Richard Bolling Federal Building,6,601 E 12Th St,Kansas City,MO,64106,39.09904,-94.576271,1017984.62,1966,2905,Emanuel Cleaver,Active,Building,,
MN0085,Baudette Mn Usps Bldg,5,219 1St Ave Nw,Baudette,MN,56623,48.7136849,-94.601701,2081,1965,2708,Pete Stauber,Active,Building,,
NJ4114,37-47 Orchard Street,2,37-47 Orchard Street,Newark,NJ,7102,40.7357364,-74.172973,0,2000,3410,Donald Payne,Active,Structure,,
CA7159,Centre Point Plaza,9,26415 Carl Boyer Dr,Santa Clarita,CA,91350,34.41308,-118.50436,9583,2000,627,Mike Garcia,Active,Building,,
WV0053,U.S. Courthouse Martinsburg,3,217 W King St,Martinsburg,WV,25401,39.45621,-77.966201,57885.18,1961,5402,Alexander Mooney,Active,Building,,
TX2553,Mccombs Plaza,7,755 E. Mulberry,San Antonio,TX,78212,29.4566771,-98.480415,3684,2000,4835,Greg Casar,Active,Building,,
NY7581,4941 Broadway,2,4941 Broadway,New York,NY,10034,40.86804,-73.921081,15264,2014,3613,Adriano Espaillat,Active,Building,,
DC0697,Dot Hq East Building,11,1201 4Th St Se,Washington,DC,20003,38.875833,-77.001098,606835.92,2019,1198,Eleanor Norton,Active,Building,,
AK3317,"Atrium Building - Palmer, Ak",10,800 E Palmer-Wasilla Hwy,Palmer,AK,99645,61.599158,-149.12896,19716,2000,200,Mary Peltola,Active,Building,,
VA1553,Tr A Subd For Terry Bent Mnt,3,0 Poor Mountain Road,Bent Mountain,VA,24011,37.21856,-80.133422,0,,5109,H. Griffith,Active,Land,,
VT0756,"Lpoe, North Troy",1,807 Vermont Route 243,North Troy,VT,5859,45.00542,-72.41528,7436.92,2005,5000,Becca Balint,Active,Building,,
AS7914,Letiatasi Building,9,1138 Autapini,Pago Pago,AS,96799,-14.291235,-170.70985,7630,2000,6098,Aumua Amata Radewagen,Active,Building,,
FL3303,Ssa Vero Beach Building,4,724 20Th St,Vero Beach,FL,32960,27.6380278,-80.387613,5809,2009,1208,Bill Posey,Active,Building,,
AL0077,Combined Parking Fac,4,167 St Louis St,Mobile,AL,36602,30.6941989,-88.04327,3584.46,1974,101,Jerry Carl,Active,Structure,,
IL2426,Waukegan Il Social Security Administration,5,1930 N Lewis Ave,Waukegan,IL,60087,42.387624,-87.855876,12650,2000,1710,Bradley Schneider,Active,Building,,
SC2136,Westpark Center Building,4,107 Westpark Blvd,Columbia,SC,29210,34.06168,-81.134211,11968,2000,4502,Joe Wilson,Active,Building,,
FL3248,Cbp Station,4,1800 Ne 7Th Ave,Dania Beach,FL,33004,26.072082,-80.130533,33040,2008,1225,Debbie Wasserman Schultz,Active,Building,,
FL2873,4500 Building - Midtown Center,4,4070 Boulevard Center Dr,Jacksonville,FL,32207,30.30009,-81.616891,12353,2000,1205,John Rutherford,Active,Building,,
MD0346,D2-Feed Mixing,11,8501M Muirkirk Rd,Laurel,MD,20708,39.055894,-76.859554,7835.72,1996,2404,Glenn Ivey,Active,Building,,
AK3385,"Baker Building - Kotzebue, Ak",10,241 5Th Avenue,Kotzebue,AK,99752,66.8930901,-162.59774,842,2000,200,Mary Peltola,Active,Building,,
MO1812,1010 Market,6,1010 Market St,St. Louis,MO,63101,38.62683,-90.196341,23049,2000,2901,Cori Bush,Active,Building,,
KS1618,Bank Of America Center,6,100 N Broadway St,Wichita,KS,67202,37.68669,-97.334941,7360,2000,2004,Ron Estes,Active,Building,,
TX0545,Usbs Los Tomates Brownsville Tabc Booth,7,3300 S. Expressway 77/83,Brownsville,TX,78521,25.889873,-97.475397,78.71,1999,4834,Vicente Gonzalez,Active,Building,,
MN1744,227 W. 1St Street,5,227 W 1St St,Duluth,MN,55802,46.785033,-92.102967,3204,2000,2708,Pete Stauber,Active,Building,,
VA3056,North Run V,3,1632 E Parham Rd,Henrico,VA,23228,37.639368,-77.473125,2743,2000,5104,Jennifer McClellan,Active,Building,,
AR1291,2840 I-55 North,7,2840 I-55 North,Marion,AR,72364,35.2082487,-90.205672,3450,2008,501,Eric Crawford,Active,Building,,
TX0831,Del Rio Probation Bldg,7,700 Qualia Dr,Del Rio,TX,78840,29.340505,-100.90358,7421.09,1964,4823,Tony Gonzales,Active,Building,,
MT0055,Turner Poe - Main Port Building,8,41725 Turner Rd,Turner,MT,59542,48.9989674,-108.3893136,5376.61,1992,3002,Matthew Rosendale,Active,Building,,
IA1473,Waterloo Regional Airport,6,2790 Livingston Ln,Waterloo,IA,50703,42.5508658,-92.395072,1083,2000,1902,Ashley Hinson,Active,Building,,
NJ4525,"Marlton Executive Park,Bldg Ii",3,2 Executive Dr,Marlton,NJ,8053,39.8701234,-74.9237688,5589,2000,3403,Andy Kim,Active,Building,,
IN1716,Auburn In Ssa Building,5,1240 S Grandstaff Dr,Auburn,IN,46706,41.35889,-85.070051,6233,2000,1803,Jim Banks,Active,Building,,
NY6041,Cav Bldg,2,55 W 125Th St,New York,NY,10027,40.80753,-73.944111,9789,2000,3613,Adriano Espaillat,Active,Building,,
PA0745,Penn Office Building,3,4314 Old William Penn Hwy,Monroeville,PA,15146,40.44212,-79.775921,8059.18,2000,4212,Summer Lee,Active,Building,,
AR1125,Air Cargo Bldg,7,1001 Temple St,Little Rock,AR,72202,34.7345443,-92.216453,1374,2000,502,J. Hill,Active,Building,,
CA6678,235 Algodones,9,235 Algodones Rd,Winterhaven,CA,92283,32.7184427,-114.7282,0,,625,Raul Ruiz,Active,Land,,
MO2068,11180 Nw Prairie View Road,6,11180 Nw Prairie View Rd,Kansas City,MO,64153,39.2935709,-94.684699,136910,2024,2906,Sam Graves,Active,Building,,
FL3206,Southern Corporate Center,4,12900 Sw 128Th St,Miami,FL,33186,25.64827,-80.403411,7371,2000,1228,Carlos Gimenez,Active,Building,,
VT0757,"Lpoe Secondary Inspection, North Troy",1,807 Vermont Route 243,North Troy,VT,5859,45.006335,-72.415758,1021.58,2005,5000,Becca Balint,Active,Building,,
AZ6769,Blm Nat'L Train Ctr,9,9828 N 31St Ave,Phoenix,AZ,85051,33.57539,-112.12704,72465,1998,408,Debbie Lesko,Active,Building,,
AZ7638,Eastgate Business Park,9,702 W Jerome Ave,Mesa,AZ,85210,33.381774,-111.84634,23084,2005,404,Greg Stanton,Active,Building,,
SC2051,"Corporate Plaza, Greenville, Sc",4,403 Woods Lake Rd,Greenville,SC,29607,34.85417,-82.341451,7504,2000,4504,William Timmons,Active,Building,,
TX2538,San Antonio Intl Airport,7,9800 Airport Blvd,San Antonio,TX,78216,29.5271663,-98.472779,7244,2000,4821,Chip Roy,Active,Building,,
FL1138,Bayboro Station,4,263 13Th Ave S,Saint Petersburg,FL,33701,27.75806,-82.636281,68503,2000,1214,Kathy Castor,Active,Building,,
VT0057,"Lpoe, Highgate Springs",1,482 Welcome Center Road,Highgate Springs,VT,5460,44.9742,-73.105218,21943.31,1997,5000,Becca Balint,Active,Building,,
CA6242,11075 Black Marble Way,9,11075 Black Marble Way,Redding,CA,96003,40.60939,-122.36911,2076,2000,601,Doug LaMalfa,Active,Building,,
TX2526,14925 Kingsport Drive,7,14925 Kingsport Rd,Fort Worth,TX,76155,32.834007,-97.039746,79122,2000,4833,Marc Veasey,Active,Building,,
IN1816,Indianapolis In (4330 S High School Rd) Gabriel Ind Park,5,4330 S High School Rd,Indianapolis,IN,46241,39.69992,-86.268971,4207,2000,1806,Greg Pence,Active,Building,,
CA8222,Eureka Water Resources Office,9,716 W Cedar St,Eureka,CA,95501,40.7954,-124.17856,3034,2005,602,Jared Huffman,Active,Building,,
IL2665,Comar Ii,5,17W635 Butterfield Rd,Oakbrook Terrace,IL,60181,41.850636,-87.973665,7105,2000,1706,Sean Casten,Active,Building,,
TX0312,Usbs B&M Brownsville Administration Building,7,1300 Mexico Blvd,Brownsville,TX,78520,25.893661,-97.50505,12039.43,1991,4834,Vicente Gonzalez,Active,Building,,
DC0522,Epa West,11,1301 Constitution Ave Nw,Washington,DC,20004,38.89272,-77.030351,413494.48,1934,1198,Eleanor Norton,Active,Building,,
MI3051,Romulus Mi (11200 Metro Airport Center Dr) Metro Apt Center,5,11200 Metro Airport Center Dr,Romulus,MI,48174,42.2210225,-83.380394,5090,1989,2613,Shri Thanedar,Active,Building,,
FL1404,Highwoods Bay Center,4,5426 Bay Center Dr,Tampa,FL,33609,27.9437,-82.537731,1438,2000,1214,Kathy Castor,Active,Building,,
LA0098,Tom Stagg United States Courthouse,7,300 Fannin St,Shreveport,LA,71101,32.5159211,-93.750206,200619.1,1993,2204,Mike Johnson,Active,Building,,
AZ8045,West American Avenue,9,1605 W American Ave,Oracle,AZ,85623,32.618043,-110.7909,3973,1998,406,Juan Ciscomani,Active,Building,,
NY7359,1510 Hylan Boulevard,2,1510 Hylan Blvd,Staten Island,NY,10305,40.59128,-74.087181,8572,2000,3611,Nicole Malliotakis,Active,Building,,
MO2054,66 Hwy 142 Poplar Bluff,6,Highway 142,Poplar Bluff,MO,63901,36.680034,-90.41913,7054,2000,2908,Jason Smith,Active,Building,,
TX0693,Usbs Gateway Brownsville Import Dock,7,1500 E Elizabeth St,Brownsville,TX,78520,25.91985,-97.517691,27595.47,1969,4834,Vicente Gonzalez,Active,Structure,,
WA7993,Spokane Meps Building,10,8510 Us-2,Spokane,WA,99224,47.6460378,-117.53166,20328,2010,5305,Cathy Rodgers,Active,Building,,
TX2577,19241 David Memorial Drive,7,19241 David Memorial Dr,Shenandoah,TX,77385,30.18222,-95.447851,16853,2000,4802,Dan Crenshaw,Active,Building,,
NC2352,Two Hanover Square Bldg,4,434 Fayetteville St,Raleigh,NC,27601,35.77439,-78.640051,19575,2000,3702,Deborah Ross,Active,Building,,
NJ5105,One State Street Square,3,50 W State St,Trenton,NJ,8608,40.22086,-74.767741,24256,1989,3412,Bonnie Watson Coleman,Active,Building,,
SC2344,"151 Quartz Lane, Florence, Sc",4,151 Quartz Ln,Florence,SC,29506,34.19469,-79.679219,10628,2010,4507,Russell Fry,Active,Building,,
TX2905,5316 Hwy 290 West,7,5316 Us-290 W,Austin,TX,78735,30.23792,-97.835031,3040,2000,4837,Lloyd Doggett,Active,Building,,
CA7624,Pasadena Towers Llc,9,800 E Colorado Blvd,Pasadena,CA,91101,34.14555,-118.13336,20707,1990,628,Judy Chu,Active,Building,,
MN1634,Ssa Mankato Field Office,5,12 Civic Center Plaza,Mankato,MN,56001,44.1166545,-93.998364,6635,2000,2701,Brad Finstad,Active,Building,,
VA0618,Konikoff Professional Centre,3,2100 Lynnhaven Pkwy,Virginia Beach,VA,23456,36.78853,-76.125771,17938,2000,5102,Jennifer Kiggans,Active,Building,,
IN0126,Lee H. Hamilton Federal Building And United States Courthous,5,121 W Spring St,New Albany,IN,47150,38.28515,-85.824851,35355.48,1966,1809,Erin Houchin,Active,Building,,
OR6592,"World Trade Center - Portland, Or",10,121 Sw Salmon St,Portland,OR,97204,45.5162549,-122.67489,2288,2000,4101,Suzanne Bonamici,Active,Building,,
AZ8440,Blm-7341,9,7341 E 30Th St,Yuma,AZ,85365,32.67302,-114.50705,15569,2000,409,Paul Gosar,Active,Building,,
DC1460,St E; 49; Construction Shops,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,30949.93,1856,1198,Eleanor Norton,Active,Building,,
FL3394,4200 Cypress,4,4200 W Cypress St,Tampa,FL,33607,27.951741,-82.51551,5621,1989,1214,Kathy Castor,Active,Building,,
NC2209,Venture Ii Centennial Campus,4,920 Main Campus Dr,Raleigh,NC,27606,35.7731129,-78.677221,90650,2000,3702,Deborah Ross,Active,Building,,
TX2453,Western Building Ii,7,6000 Western Pl,Fort Worth,TX,76107,32.734994,-97.414376,8165,2000,4812,Kay Granger,Active,Building,,
CA7898,2525 Capitol Street,9,2525 Capitol St,Fresno,CA,93721,36.73653,-119.78337,36078,2008,621,Jim Costa,Active,Building,,
MT0560,Piegan Poe - Firing Range/Gsa Maintenance Garage,8,5023 Us Highway 89 W,Babb,MT,59411,48.9964,-113.381,3379.15,2000,3001,Ryan Zinke,Active,Building,,
IL2519,Heartland Professional Park Llc,5,3423 Office Park Dr,Marion,IL,62959,37.736504,-88.993914,4840,2000,1712,Mike Bost,Active,Building,,
TX0278,Usbs J&L Laredo Bus Secondary Inspection Canopy,7,Termination I-35,Laredo,TX,78040,27.503527,-99.503344,15010.95,2018,4828,Henry Cuellar,Active,Structure,,
TX2992,South Flores Street Parking Garage,7,211 S Flores St,San Antonio,TX,78204,29.42229,-98.495911,0,2000,4835,Greg Casar,Active,Structure,,
TX0608,Usbs Anzalduas Mission Southbound Primary,7,5911 N Stewart Rd,Mission,TX,78573,26.145378,-98.314047,4386.7,2009,4815,Monica De La Cruz,Active,Building,,
ND1368,Minot Metro Center,8,1414 20Th Ave Sw,Minot,ND,58701,48.2117,-101.314,5950,1999,3800,Kelly Armstrong,Active,Building,,
MI1926,Marquette Mi Government Building,5,1055 W Baraga Ave,Marquette,MI,49855,46.5448206,-87.421852,3122,2000,2601,Jack Bergman,Active,Building,,
IL2464,Litchfield Il Social Security,5,1107 W Ferdon St,Litchfield,IL,62056,39.18294,-89.665578,4300,2000,1715,Mary Miller,Active,Building,,
CA7446,Arcata-Eureka Airport,9,3561 Boeing Ave,Mckinleyville,CA,95519,40.97041,-124.10609,902,1987,602,Jared Huffman,Active,Building,,
LA1504,Oakwood Corporate Center,7,401 Whitney Ave,Gretna,LA,70056,29.91948,-90.041421,696,2000,2202,Troy Carter,Active,Building,,
KS1619,North Plaza,6,8440 E 29Th St N,Wichita,KS,67226,37.738251,-97.239042,1700,2000,2004,Ron Estes,Active,Building,,
TX2945,Park Green Atrium,7,4444 Corona Dr,Corpus Christi,TX,78411,27.7153387,-97.39214,3534,2000,4827,Michael Cloud,Active,Building,,
PA0579,2929 N. Broad St.,3,2929 N Broad St,Philadelphia,PA,19132,39.9973733,-75.153693,15286,2000,4202,Brendan Boyle,Active,Building,,
TN2310,"Warehouse Row, North Building",4,1110 Market St,Chattanooga,TN,37402,35.04336,-85.308891,22946,1909,4703,Charles Fleischmann,Active,Building,,
CA8560,La Terraza Corporate Center,9,700 La Terraza Blvd,Escondido,CA,92025,33.1111621,-117.0951975,2964,2025,650,Scott Peters,Active,Building,,
CA6524,Burlingame Office Center,9,1633 Bayshore Hwy,Burlingame,CA,94010,37.59964,-122.36913,3234,2000,615,Kevin Mullin,Active,Building,,
KY1006,2400 Chamber Center Dr,4,2400 Chamber Center Dr,Fort Mitchell,KY,41017,39.0439531,-84.5693595,6495,2000,2104,Thomas Massie,Active,Building,,
OH2480,Columbus Oh (245 Marconi Blvd) Marconi Garage,5,245 Marconi Blvd,Columbus,OH,43215,39.96723,-83.005841,0,2000,3915,Mike Carey,Active,Structure,,
PA0973,Heights Plaza,3,1721 Union Ave,Natrona Heights,PA,15065,40.622787,-79.724228,5360,2024,4217,Christopher Deluzio,Active,Building,,
WV0285,Ridgeview Business Park,3,1000 Frederick Ln,Morgantown,WV,26508,39.68337,-79.924325,15173,2009,5402,Alexander Mooney,Active,Building,,
CO0514,Dfc Bldg 25,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.72256,-105.117,363268.78,1941,807,Brittany Pettersen,Active,Building,,
CA0523,Energy Station,9,24000 Avila Rd,Laguna Niguel,CA,92677,33.56298,-117.71127,9028.56,1971,649,Mike Levin,Active,Building,,
CA0239,Fed Bldg Shop,9,2800 Cottage Way,Sacramento,CA,95825,38.60146,-121.39795,5106.24,1968,606,Ami Bera,Active,Building,,
MO2030,Century Capital Building,6,3170 Ne Carnegie Dr,Lees Summit,MO,64064,38.97011,-94.360201,2685,2000,2905,Emanuel Cleaver,Active,Building,,
AZ0556,Deconcini Lpoe Bldg 4 Kennel,9,9 N Grand Ave,Nogales,AZ,85621,31.33291,-110.94278,388.65,1994,407,Raul Grijalva,Active,Building,,
GA0138,"R.G. Stephens,Jr Fb",4,355 E Hancock Ave,Athens,GA,30601,33.96133,-83.374601,83338.05,1974,1310,Mike Collins,Active,Building,,
NY7463,Lexington Commerce Center,2,1600 Lexington Ave,Rochester,NY,14606,43.17952,-77.674111,4662,2009,3625,Joseph Morelle,Active,Building,,
MT5643,Fbi/Atf Missoula,8,200 E Broadway St,Missoula,MT,59802,46.87203,-113.992,4722.69,2000,3001,Ryan Zinke,Active,Building,,
SC2317,Ashely Phosphate Road Building,4,3120 Ashley Phosphate Rd,North Charleston,SC,29418,32.93206,-80.064931,75000,2008,4506,James Clyburn,Active,Building,,
TX2515,Golden Key Office Plaza,7,1200 Golden Key Circle,El Paso,TX,79925,31.7750933,-106.37171,8549,2000,4816,Veronica Escobar,Active,Building,,
MD1130,Bowman Business Park #5 Williamsport,3,10310 Governor Lane Blvd,Williamsport,MD,21795,39.5958246,-77.805131,8886,2000,2406,David Trone,Active,Building,,
AK3418,8 Building Sites,10,Milepost 2.5 Klondike Hwy,Skagway,AK,99840,59.4603201,-135.30853,0,,200,Mary Peltola,Active,Land,,
AR1256,Texarkana Reg Airport Terminal,7,201 Airport Dr,Texarkana,AR,71854,33.45754,-93.994541,1645,2000,504,Bruce Westerman,Active,Building,,
TN2252,"Jackson Center One, Cookeville, Tn",4,751 W Jackson St,Cookeville,TN,38501,36.15676,-85.522811,2000,2000,4706,John Rose,Active,Building,,
UT1509,475 W. 10200 South,8,10138 S Jordan Gtwy,South Jordan,UT,84095,40.56568,-112.013,10000,1997,4904,Burgess Owens,Active,Building,,
OK1402,Harvey Parkway,7,301 Nw 63Rd St,Oklahoma City,OK,73116,35.537508,-97.518258,1182,2000,4005,Stephanie Bice,Active,Building,,
IL2675,130 Mlk Jr Dr,5,130 M L King Jr Dr,Springfield,IL,62703,39.8010101,-89.63093,8898,2000,1713,Nikki Budzinski,Active,Building,,
MD1121,Caton 95,3,1531 S Edgewood St,Baltimore,MD,21227,39.260738,-76.667463,7395,2000,2407,Kweisi Mfume,Active,Building,,
ME0831,"Lpoe, Vanceboro",1,133 Water St,Vanceboro,ME,4491,45.5680003,-67.429838,6047.91,1964,2302,Jared Golden,Active,Building,,
NY0765,Bldg505 Gsadepotwhse-Scotia,2,1 Amsterdam Rd,Schenectady,NY,12302,42.8234,-73.959661,120712,1942,3620,Paul Tonko,Active,Building,,
TX2887,6363 Richmond,7,6363 Richmond Ave,Houston,TX,77057,29.73109,-95.495841,975,2000,4807,Lizzie Fletcher,Active,Building,,
GA2042,"2400 Lincoln Lk Pk Ii, Smyrna, Ga",4,2400 Lake Park Dr Se,Smyrna,GA,30080,33.89753,-84.484101,32083,2000,1311,Barry Loudermilk,Active,Building,,
AL2213,Parkwest Corporation Center,4,3867 Pine Ln,Bessemer,AL,35022,33.34171,-86.914921,6889,2000,107,Terri Sewell,Active,Building,,
MD1806,1211 Port Echo Lane,11,1211 Port Echo Ln,Bowie,MD,20716,38.90576,-76.721781,64,2000,2405,Steny Hoyer,Active,Building,,
